experiment,method,variant,source_n,target_n,smoke_only,metric,mean,std,independent_units,ci95_low,ci95_high,interval_unit,small_sample
P-T,SA,composition,4,2,False,target_true_coefficient_0,-0.25999999999999995,5.851389114294502e-17,10,-0.25999999999999995,-0.25999999999999995,training_seed_or_data_batch,False
P-T,SA,composition,4,2,False,target_true_coefficient_1,0.03999999999999998,0.0,10,0.03999999999999998,0.03999999999999998,training_seed_or_data_batch,False
P-T,SA,composition,4,2,False,frozen_actor_p_0,0.3014234348255552,0.0023606974584650738,10,0.30008636269278594,0.3028150367227429,training_seed_or_data_batch,False
P-T,SA,composition,4,2,False,frozen_actor_p_1,0.7103121619215143,0.007318188711252966,10,0.7056737321221089,0.7142486171255285,training_seed_or_data_batch,False
P-T,SA,composition,4,2,False,source_direction_error,0.0019148010300353365,0.0017014138818062623,10,0.0010338651549950308,0.002984098369884584,training_seed_or_data_batch,False
P-T,SA,composition,4,2,False,source_realization_residual,0.023692636936781215,0.03848063910458477,10,0.006838064015160799,0.04738651530741281,training_seed_or_data_batch,False
P-T,SA,composition,4,2,False,target_direction_error,0.06908447873911526,0.032491701324209823,10,0.05118498475095286,0.08800775419279713,training_seed_or_data_batch,False
P-T,SA,composition,4,2,False,transport_error_upper_bound,0.2217584379404462,0.16144561797473495,10,0.1423706105167798,0.32439217985448715,training_seed_or_data_batch,False
P-T,SA,composition,4,2,False,normalized_derivative_lower_bound,-0.04847076792822768,0.029297977551941284,10,-0.06710451071766911,-0.03351788324188097,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,target_plus_type_probability,0.5999999999999999,1.1702778228589004e-16,10,0.5999999999999999,0.5999999999999999,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,density_ratio,1.0,0.0,10,1.0,1.0,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,neighbor_weight,2.0,0.0,10,2.0,2.0,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,semantic_drift,0.0,0.0,10,0.0,0.0,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,target_local_energy,0.06652799999999993,0.0,10,0.06652799999999993,0.06652799999999993,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,target_path_derivative,0.1835757678180559,0.1307401193666558,10,0.101289529682052,0.25365201833693213,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,target_normalized_path_derivative,0.045893941954513975,0.03268502984166395,10,0.025322382420513,0.06341300458423303,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,old_return,0.28159999999999996,0.0,10,0.28159999999999996,0.28159999999999996,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,return,0.30077233462071795,0.013723932129422235,10,0.29207131778910744,0.30811539028913104,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,return_gain,0.01917233462071794,0.013723932129422235,10,0.010471317789107391,0.02651539028913109,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,source_steps_total,2067.2,7.728734264634367,10,2062.4,2070.4,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,source_steps_direction_check,8.0,0.0,10,8.0,8.0,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,source_steps_return_check,11.2,7.728734264634366,10,6.4,14.4,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,eta,0.06999999999999999,0.0483045891539648,10,0.04,0.09,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,attempts,0.7,0.4830458915396479,10,0.4,0.9,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,forward_kl_training,3.670239049278225e-09,3.29810230476393e-09,7,1.5946318401324103e-09,5.941821404940085e-09,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,direction_loss,-0.07003622274930033,0.01841879467338596,10,-0.08163010054922056,-0.05990840058080577,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,direction_steps,100.0,0.0,10,100.0,100.0,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,q_bound,5.0,0.0,10,5.0,5.0,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,direction_check_score,0.08356114740666358,0.15140837175468178,10,0.0013514757517897676,0.17681198824913816,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,return_check_gain,0.05119047619047618,0.09006537895757996,7,0.0,0.1226190476190476,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,return_check_standard_error,0.05119047619047618,0.09006537895757995,7,0.0,0.1226190476190476,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,target_true_coefficient_0,0.05999999999999981,7.314236392868128e-18,10,0.05999999999999981,0.05999999999999981,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,target_true_coefficient_1,0.3599999999999998,0.0,10,0.3599999999999998,0.3599999999999998,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,frozen_actor_p_0,0.3014234348255552,0.0023606974584650738,10,0.30008636269278594,0.3028150367227429,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,frozen_actor_p_1,0.7103121619215143,0.007318188711252966,10,0.7056737321221089,0.7142486171255285,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,source_direction_error,0.0019148010300353365,0.0017014138818062623,10,0.0010338651549950308,0.002984098369884584,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,source_realization_residual,0.023692636936781215,0.03848063910458477,10,0.006838064015160799,0.04738651530741281,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,target_direction_error,0.021578293076539974,0.031052448289002173,10,0.007761609547133233,0.04098603158522268,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,transport_error_upper_bound,0.030548414768832095,0.046223814712462695,10,0.009054695311928013,0.059384074355107806,training_seed_or_data_batch,False
P-T,SA,composition,4,4,False,normalized_derivative_lower_bound,0.03424362406532999,0.03316698506128185,10,0.013149162250090402,0.05117114413513324,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,target_plus_type_probability,0.4,0.0,10,0.4,0.4,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,density_ratio,1.4999999999999998,0.0,10,1.4999999999999998,1.4999999999999998,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,neighbor_weight,2.0,0.0,10,2.0,2.0,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,semantic_drift,0.08601599999999991,1.4628472785736255e-17,10,0.08601599999999991,0.08601599999999991,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,target_local_energy,0.03460799999999999,7.314236392868128e-18,10,0.03460799999999999,0.03460799999999999,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,target_path_derivative,-0.006427719138892449,0.03902167156163579,10,-0.02920336192282449,0.0160338390986541,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,target_normalized_path_derivative,-0.0010712865231487416,0.006503611926939299,10,-0.004867226987137417,0.0026723065164423495,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,old_return,0.3744,0.0,10,0.3744,0.3744,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,return,0.37462669788361747,0.0033591440955869994,10,0.3727341736774112,0.3767064500851893,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,return_gain,0.00022669788361750486,0.0033591440955869994,10,-0.0016658263225888528,0.0023064500851893432,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,source_steps_total,2067.2,7.728734264634367,10,2062.4,2070.4,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,source_steps_direction_check,8.0,0.0,10,8.0,8.0,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,source_steps_return_check,11.2,7.728734264634366,10,6.4,14.4,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,eta,0.06999999999999999,0.0483045891539648,10,0.04,0.09,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,attempts,0.7,0.4830458915396479,10,0.4,0.9,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,forward_kl_training,3.670239049278225e-09,3.29810230476393e-09,7,1.5946318401324103e-09,5.941821404940085e-09,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,direction_loss,-0.07003622274930033,0.01841879467338596,10,-0.08163010054922056,-0.05990840058080577,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,direction_steps,100.0,0.0,10,100.0,100.0,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,q_bound,5.0,0.0,10,5.0,5.0,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,direction_check_score,0.08356114740666358,0.15140837175468178,10,0.0013514757517897676,0.17681198824913816,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,return_check_gain,0.05119047619047618,0.09006537895757996,7,0.0,0.1226190476190476,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,return_check_standard_error,0.05119047619047618,0.09006537895757995,7,0.0,0.1226190476190476,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,target_true_coefficient_0,-0.25999999999999995,5.851389114294502e-17,10,-0.25999999999999995,-0.25999999999999995,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,target_true_coefficient_1,0.03999999999999998,0.0,10,0.03999999999999998,0.03999999999999998,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,frozen_actor_p_0,0.3014234348255552,0.0023606974584650738,10,0.30008636269278594,0.3028150367227429,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,frozen_actor_p_1,0.7103121619215143,0.007318188711252966,10,0.7056737321221089,0.7142486171255285,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,source_direction_error,0.0019148010300353365,0.0017014138818062623,10,0.0010338651549950308,0.002984098369884584,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,source_realization_residual,0.023692636936781215,0.03848063910458477,10,0.006838064015160799,0.04738651530741281,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,target_direction_error,0.06908447873911526,0.032491701324209823,10,0.05118498475095286,0.08800775419279713,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,transport_error_upper_bound,0.2217584379404462,0.16144561797473495,10,0.1423706105167798,0.32439217985448715,training_seed_or_data_batch,False
P-T,SA,composition,4,6,False,normalized_derivative_lower_bound,-0.04847076792822768,0.029297977551941284,10,-0.06710451071766911,-0.03351788324188097,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,target_plus_type_probability,0.5999999999999999,1.1702778228589004e-16,10,0.5999999999999999,0.5999999999999999,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,density_ratio,1.0,0.0,10,1.0,1.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,neighbor_weight,2.0,0.0,10,2.0,2.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,semantic_drift,0.0,0.0,10,0.0,0.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,target_local_energy,0.06652799999999993,0.0,10,0.06652799999999993,0.06652799999999993,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,target_path_derivative,0.44247999409181854,0.031535189038638986,10,0.42253525729506547,0.45245250380069857,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,target_normalized_path_derivative,0.22123999704590927,0.015767594519319493,10,0.21126762864753273,0.22622625190034928,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,old_return,0.14079999999999998,0.0,10,0.14079999999999998,0.14079999999999998,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,return,0.18136663491435265,0.021767404209086298,10,0.16803928450002512,0.19469393775259428,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,return_gain,0.04056663491435268,0.0217674042090863,10,0.02723928450002511,0.05389393775259432,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,source_steps_total,2073.6,11.187294380481617,10,2067.2,2080.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,source_steps_direction_check,0.0,0.0,10,0.0,0.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,source_steps_return_check,25.6,11.187294380481617,10,19.2,32.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,eta,0.07100000000000001,0.032812599206199236,10,0.051000000000000004,0.09,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,attempts,1.6,0.6992058987801011,10,1.2,2.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,return_check_gain,0.16,0.1948725446079445,10,0.05500000000000001,0.2775,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,return_check_standard_error,0.23436512853171926,0.24658507699981527,10,0.09409269339316625,0.3852426764854958,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,target_true_coefficient_0,0.05999999999999981,7.314236392868128e-18,10,0.05999999999999981,0.05999999999999981,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,target_true_coefficient_1,0.3599999999999998,0.0,10,0.3599999999999998,0.3599999999999998,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,frozen_actor_p_0,0.33246906198515286,0.03300027298352198,10,0.310781056472347,0.34918067649664036,training_seed_or_data_batch,False
P-T,DA,normalized,4,2,False,frozen_actor_p_1,0.7313556887158785,0.014194455124396448,10,0.722801497783104,0.7395591435691086,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,target_plus_type_probability,0.5999999999999999,1.1702778228589004e-16,10,0.5999999999999999,0.5999999999999999,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,density_ratio,1.0,0.0,10,1.0,1.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,neighbor_weight,2.0,0.0,10,2.0,2.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,semantic_drift,0.0,0.0,10,0.0,0.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,target_local_energy,0.06652799999999993,0.0,10,0.06652799999999993,0.06652799999999993,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,target_path_derivative,0.8849599881836371,0.06307037807727797,10,0.8450705145901309,0.9049050076013971,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,target_normalized_path_derivative,0.22123999704590927,0.015767594519319493,10,0.21126762864753273,0.22622625190034928,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,old_return,0.28159999999999996,0.0,10,0.28159999999999996,0.28159999999999996,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,return,0.3627332698287053,0.043534808418172595,10,0.33607856900005023,0.38938787550518855,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,return_gain,0.08113326982870536,0.0435348084181726,10,0.05447856900005022,0.10778787550518865,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,source_steps_total,2073.6,11.187294380481617,10,2067.2,2080.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,source_steps_training,2048.0,0.0,10,2048.0,2048.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,source_steps_direction_check,0.0,0.0,10,0.0,0.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,source_steps_return_check,25.6,11.187294380481617,10,19.2,32.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,eta,0.07100000000000001,0.032812599206199236,10,0.051000000000000004,0.09,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,attempts,1.6,0.6992058987801011,10,1.2,2.0,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,return_check_gain,0.16,0.1948725446079445,10,0.05500000000000001,0.2775,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,return_check_standard_error,0.23436512853171926,0.24658507699981527,10,0.09409269339316625,0.3852426764854958,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,target_true_coefficient_0,0.05999999999999981,7.314236392868128e-18,10,0.05999999999999981,0.05999999999999981,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,target_true_coefficient_1,0.3599999999999998,0.0,10,0.3599999999999998,0.3599999999999998,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,frozen_actor_p_0,0.33246906198515286,0.03300027298352198,10,0.310781056472347,0.34918067649664036,training_seed_or_data_batch,False
P-T,DA,normalized,4,4,False,frozen_actor_p_1,0.7313556887158785,0.014194455124396448,10,0.722801497783104,0.7395591435691086,training_seed_or_data_batch,False
